@relation exuation
@attribute xone real
@attribute xtwo real
@attribute output {-1,1}
@data
4.00867687862768,4.84674849246119,1
-0.483724602634721,-0.367159091495438,-1
1.78873706143976,3.30729455336115,1
2.48961667162948,-3.69508940523963,-1
-1.83108078812347,-4.03210499764407,-1
-1.12323802141891,-3.38462799701806,-1
-1.76972873830264,-2.48638770092685,-1
2.8632620834894,2.48829939349622,1
-2.96988812200481,1.98478172951756,-1
3.40108586577354,0.201297413749657,1
-4.56884881860485,3.40978408833039,1
-1.05501909738444,4.59614500178881,1
2.91377564876232,2.998120654909,1
0.69846889712578,-2.7607338551697,-1
3.79069251307869,-0.224637419264948,1
-2.34210780597026,3.60690640147472,1
0.578946396715226,-3.0524422416027,-1
-2.13138644339909,2.61463352547668,1
-1.43069038784632,2.46723413588165,1
-3.72427565535782,1.13338696044413,-1
-0.811178074429692,0.836203890044521,-1
2.53812871187516,3.70181620195858,1
-1.75963300760717,-0.26319641797685,-1
1.56787677443735,0.545754467696101,1
-4.29279854258359,-1.65337507323503,-1
-0.275648442007996,-4.75761366158545,-1
1.24398948105968,-2.84870441233183,-1
2.08463186304768,-2.94808732770761,-1
-0.490950390536634,-3.53031912876345,-1
-3.68814066178764,2.13575019984065,-1
2.00402838077839,-4.88515418277696,-1
4.66958227915302,0.45660757338451,1
3.13448014325363,-2.70277355768533,-1
-4.85664414347668,-1.79680476707996,-1
4.93139322849928,-1.71846060980912,-1
4.64529876998111,2.17454907080085,1
-3.12661147375601,1.28403642173532,-1
-0.321441645286907,3.85290189902813,1
0.613085020068082,-2.09030227929297,-1
-3.05067883822122,4.51457755519144,1
-3.7589937303009,-1.16405595610385,-1
-4.72291874795595,1.32962547656714,-1
3.51350267369941,4.24543478452503,1
1.28449701425695,-3.15785595999731,-1
-4.68742689661365,4.76470759434068,1
-1.78772504444914,1.54015949603302,-1
3.71211480404602,2.46364592243904,1
-0.818333240423562,-2.26453032797905,-1
0.254908100596608,2.38149332383057,1
1.46680528693126,0.76416660996645,1
-4.59008980311453,-0.062104364531778,-1
-1.17460673105047,-4.82652517388322,-1
1.46485633007335,0.795928221038141,1
4.06764817234835,3.28884205957902,1
-4.45777993532946,0.549411119395984,-1
1.83874582683978,2.27323477177797,1
1.88578036813947,1.2315562465394,1
4.241354465779,3.80982770669853,1
2.17262002130337,-0.875707784470908,-1
3.39034424759011,4.74623833649545,1
0.886356788793602,0.583074705618508,1
-1.09239207962237,1.24920167414392,-1
-4.36801187265972,-4.24812255261407,-1
-2.60313885725644,-2.75869879062792,-1
-0.071593690357601,-1.96697006066713,-1
0.883549119943794,1.69051567886525,1
0.645155041970932,-0.586185002986986,-1
0.838818673926287,-4.09107668267472,-1
4.26395995575879,2.66253573428173,1
2.15753920255041,-3.86588623186608,-1
-0.201838478786699,4.6943070818734,1
0.694412779612986,-1.15591947374519,-1
-0.377562555637997,2.87405356640414,1
-1.02143349128421,-2.9024977856509,-1
1.01383725166136,-0.27934983094369,-1
4.33977983524081,2.11031115955666,1
-1.55122747574719,1.94243240244871,1
0.39855720325198,4.86034281094822,1
3.27322598891819,-3.12706349742989,-1
-0.375705870340895,-3.63156591114188,-1
2.21126804750791,1.44168433576133,1
1.56418930999709,3.92429432100224,1
4.14148124127984,-0.326648782751548,1
-1.85322823482871,-2.792001242368,-1
-4.74968563199956,-1.92953237877603,-1
0.833455964943219,-3.23294469642067,-1
-4.58811906620904,2.27432493783466,-1
-3.07558953590499,0.91533909403773,-1
3.96736882573287,3.74692082666747,1
1.82591727234421,-0.360101084632133,-1
2.17725616317861,-4.87425176877335,-1
3.0330351346801,-3.34387579086018,-1
0.61591007958415,0.627788881898955,-1
-1.1309965297012,4.74760262335518,1
1.00544597569305,-3.81861591718362,-1
1.37018902366682,3.80304772133127,1
2.40726274993835,-0.759176107872694,-1
2.26674051430422,-2.19706428076619,-1
-4.97356158314789,-4.92898343404505,-1
-2.81298926042416,3.87305767377357,1
-4.62852047264467,-4.10630500826755,-1
0.418012244766609,1.47002073908481,1
-2.7462179819007,2.24492932998127,-1
0.275013253153976,4.22559974205251,1
2.94218618884395,2.29464097144371,1
1.09480519210331,1.32453411968896,1
-1.17963144717915,2.48311114351742,1
2.19867239902957,-3.01224030529095,-1
4.88807605398292,0.979748481862602,1
-2.15546210749648,-4.03494551327387,-1
4.45178589556867,-4.54491759270533,-1
0.969280459706411,2.34143810527561,1
3.26565455097281,-1.59885435232562,-1
0.525617236758329,-3.65356405886874,-1
3.09890320531077,-4.66842717801076,-1
-3.72510475193827,1.53786789329977,-1
-3.23236241967225,0.897870698658246,-1
-1.40920076593496,3.1175301090412,1
1.77359091335662,-0.272138506317694,-1
-3.96034831294699,2.84357373886447,-1
-3.52824115753455,-2.63382072489174,-1
1.16203984437097,-4.28515670458273,-1
2.2069196845968,-1.60617736439028,-1
-4.30440029815335,-2.85122485456118,-1
-4.19622730982177,-4.40021809724494,-1
0.591962522172963,1.83563796097213,1
-4.06085737685946,-2.28906212383728,-1
-1.16854291572499,3.09945711283334,1
-3.92799354542946,1.77897085215293,-1
2.88448890154287,-4.97261454178088,-1
-1.98520639987624,1.58648848937927,-1
1.20264827351481,0.436831328905518,1
-1.57593284325312,-4.68452057010153,-1
3.98147960489382,-2.8994462781139,-1
-3.05603725238196,1.380444997917,-1
-4.16281604626152,-1.16563086162595,-1
-0.283672876970313,-1.63132559652162,-1
-4.27395363569148,-1.36391763444358,-1
3.26062189946881,-1.4782559398091,-1
-1.69198763088384,1.89844249954943,1
-3.11380168425331,3.42971855322385,1
-0.534879155034936,4.74545348230415,1
-1.61526491883046,-2.07411540977443,-1
2.60753442465897,-4.71536898392995,-1
2.34242807855964,-0.047648005857935,1
-3.32580751668849,-4.19687741592077,-1
-2.54150197975468,-0.072233937190402,-1
-1.70100728318457,-2.0396843662727,-1
-0.061489728014899,0.087463079960059,-1
1.71125716014547,3.76969889608262,1
4.6963230938277,-3.47566284321688,-1
-4.11687263044172,3.68127722285919,1
-4.32616356630098,-2.4227981308179,-1
0.872189399185671,3.01503815992169,1
1.18253975344728,-4.78818899226437,-1
2.32678883644798,1.65529535463489,1
-0.350933982856384,4.24082911369472,1
-0.657995894371431,4.90271788207525,1
2.82747573238954,1.00101105965025,1
-3.57644496863183,-0.760713950383537,-1
-2.029034574044,-3.12862178156269,-1
-2.45107290536486,4.45999076492364,1
0.616845177204812,1.2756105365103,1
1.33068082615394,-1.42503624991561,-1
-4.44400358211826,-2.94002381509259,-1
-2.0322984394835,-3.99883515268411,-1
3.71189646732537,-4.73638680375184,-1
3.99300839461814,2.15921619006231,1
-0.358350929703653,-4.59504389226433,-1
-4.74957878638694,3.29398344262043,-1
-3.02805345614361,-4.46606118351871,-1
3.46868651364472,0.488071299702687,1
4.14681658831361,-0.777777640324434,1
-1.94577011878711,1.56364293074236,-1
-1.72453200182746,1.90494879739619,1
2.46734956165414,-1.28874549472931,-1
-0.172307038616608,-3.19940804125761,-1
-0.944166587760408,3.89747033086775,1
-4.30273223549527,-4.45254307333929,-1
1.82954032634382,0.899142352142627,1
1.95997815219622,1.4200500534575,1
-0.398416713540325,-0.203918040054668,-1
1.54528117686446,2.91838400785106,1
1.25315432640113,-2.65876999670381,-1
-4.40383181502219,1.90120703012918,-1
2.70932386695599,-1.22488328080024,-1
-0.178235724937955,-1.05413307254407,-1
4.94703602741742,-4.77565800120847,-1
1.35788165809721,0.538690820779872,1
1.15576635567327,-1.87018581507651,-1
3.93156246605057,1.73007883302123,1
1.16158247300136,-0.548602754443591,-1
0.880203369070917,0.38446912619739,-1
-2.04750502092319,-1.26149900383753,-1
-3.14521935096637,-0.887566960073326,-1
-0.423232358542299,0.035319675422657,-1
-3.4250862997065,-2.60782416449124,-1
0.950688875755379,0.888173627658753,1
-4.18401902290195,-3.03382355105436,-1
-0.060138195816728,-1.18874128481965,-1
-3.76102617621928,1.27097915718857,-1
2.85020280151665,1.47829349366791,1
1.59901503914596,4.14616456961351,1
2.11511330954706,2.5813108455196,1
2.42721754027293,4.03489760915012,1
-0.255349017860704,-2.94931221103787,-1
-3.21029824277974,-4.27047113189808,-1
2.64475245096579,-2.89525365398206,-1
1.8601096308665,-2.76596434589205,-1
3.17511932831625,-2.28795643881884,-1
1.47915019983595,3.12446844329308,1
2.29763258507141,-4.25039440200712,-1
0.030593204255438,2.5890879251851,1
0.077494803555789,-3.89120613611901,-1
-1.01058631062079,-0.773854677631026,-1
0.402010611397491,-1.15643754584655,-1
1.05469434772567,2.36507886807373,1
-2.55444187534473,2.81083648178953,1
-0.855236072397313,-2.91165827751652,-1
1.09607122575107,1.51146772934466,1
0.728140585321768,-2.99020162250125,-1
-0.315214028040573,-0.094570081894212,-1
3.37066844540335,-1.65174935453189,-1
-3.00352244649109,-0.976833491339748,-1
1.76189152624624,-1.04046470934899,-1
1.42837323654214,-1.62605129735757,-1
3.32571499592972,-1.19718923424289,-1
1.89259812976907,-1.3838356827995,-1
2.90397314348137,-2.36024203730736,-1
-1.31892192775404,-3.80881539218991,-1
-1.99805134526646,2.91970977006286,1
-3.83515311104348,-0.274067755908838,-1
-4.96340010204244,4.17503455670039,1
-2.69230021917963,2.96123721947277,1
-4.29756239076395,4.45027112094289,1
-2.6643490333193,2.50551672084145,1
-0.552701880800456,-2.3592025549515,-1
-1.60851284221799,2.15335861217469,1
-4.42978217435359,-3.39854889605325,-1
-0.04649282281471,-3.77272454179612,-1
4.8769346301744,-2.97674843212799,-1
0.173938157581875,1.09070249260966,1
4.98160379991437,-0.373790956510234,1
0.428337185792721,-4.9146415933356,-1
-4.92392045262891,0.630978848446029,-1
-0.608190388959267,-4.6219511563004,-1
4.78470056495031,3.43260641205231,1
4.11445425291784,3.89883344316588,1
1.67350988879127,2.22974421874997,1
4.50224671476455,-4.37743575362468,-1
-4.67570712819407,-0.68843779471197,-1
-1.24726053937057,-1.98540360219592,-1
3.16919665017169,-1.18150903347627,-1
4.4142340017719,-3.49389553227499,-1
1.90185247636921,0.009965312382507,-1
-0.907857110259688,1.66428793777161,1
-0.169478674153953,-0.398358971938428,-1
-3.97798720586877,0.115343097936657,-1
-4.11206975152716,-0.759759043082321,-1
2.91736669161642,3.68583115796243,1
-1.960450440962,1.14321226501847,-1
4.3583687068172,-0.280028433726407,1
-3.13403579723148,-4.22828479774165,-1
-0.922229682600817,2.39933778716723,1
-0.736146922551423,4.76651140903005,1
0.707110619373835,-4.52535766093042,-1
3.63638357731582,4.29398579555158,1
-3.46610327606043,3.84865391719187,1
-2.55631081772858,-0.851428111095623,-1
-3.98592732804232,3.29703580773978,1
-1.99800565538685,3.59720479126747,1
-2.0875131596191,-2.829280883938,-1
-1.52972692365119,3.18279707053965,1
-4.45236742070459,-0.662352273251971,-1
3.89300410578713,0.597470967008346,1
-0.681608122060121,1.35490842112325,1
-1.06064641839834,1.47684510129437,-1
0.108128984578769,4.99312041382075,1
-2.52847126989662,-0.329005375553687,-1
-2.8003608393754,1.05839086581508,-1
0.042555548375632,-2.57725039885767,-1
-0.658456976710819,4.44329600600446,1
-1.08769191024012,3.91069129738803,1
3.25076780390669,-1.14670753411658,-1
1.36386529501435,-2.44402395377642,-1
1.80480668242258,-1.37609520531912,-1
-0.452105164615851,-1.46956635853927,-1
2.94854569146817,-4.72803318689128,-1
-1.8232147151219,0.24108823086056,-1
2.33072165742305,2.27725937358683,1
1.15503173073245,0.236924575762271,-1
2.15432912374084,4.40425262808477,1
-2.39281729037622,-3.80512529370248,-1
-0.613539524653072,1.79506058523351,1
-2.07108810986423,1.87984391055647,-1
-2.10144931198805,-2.21675069162572,-1
1.48443538386233,4.4241995205865,1
-2.14652975745378,-0.689396842557456,-1
-4.84013490340789,-1.24452376795967,-1
1.887347364998,-4.62145306310005,-1
-3.75499598180859,-3.65653039378298,-1
3.9268069466003,1.12545105219718,1
-4.9859158663126,-2.48402028241245,-1
-4.41444511657558,3.32523075094176,1
1.92094773872119,0.23825252381404,1
2.11601634184595,0.442647134876919,1
-2.80373270303356,-4.72286645346538,-1
-1.29382121940334,-0.226232592582944,-1
4.30143070916443,4.34663279221909,1
4.34683709629688,-4.80613738453435,-1
4.81604310752509,-3.04563119329281,-1
-0.361711192686747,-2.5182627066853,-1
2.40203890390608,-0.232679034176003,-1
-4.12482846662361,1.2032226318178,-1
3.88744762060075,-3.94339051358955,-1
-3.48908940270061,-1.64759212518179,-1
-0.450187081676885,-0.233523398473563,-1
-3.74302420927684,2.22284792078098,-1
3.91201535949819,-1.47599806379645,-1
-3.21529693771056,-4.16099157834084,-1
-3.53263493726583,0.976777891595861,-1
4.56289056947546,-2.87526687421692,-1
2.36774621094996,-0.461406697401653,-1
3.56957097223088,2.35559758564454,1
-4.09562196128816,-3.51353409093887,-1
3.8449001481416,1.25961994917226,1
-0.632651066541307,1.4338895353206,1
1.50690875223641,0.419082613775185,1
0.518185237046323,-4.67619915094497,-1
-4.13853929362956,-2.60122353224982,-1
2.90933338651544,3.43546530200235,1
4.73799506944525,2.28601099760299,1
2.41818013152944,3.2706182429287,1
1.43921736288272,-2.99151514008939,-1
-0.940221132169306,-4.30199947825658,-1
0.221556860824238,3.86923567818409,1
4.48154253755792,4.58150823287538,1
3.8127099679565,-4.71677276887953,-1
1.57175525521559,-1.40701414645358,-1
2.7302807319285,0.227825958560521,1
3.32532282107328,-1.12587347789479,-1
-3.22523321266172,-2.10857981997406,-1
3.14319383694744,4.6031982610961,1
-3.45130316406979,-4.43393295725693,-1
-0.842644313739116,-0.57492385498557,-1
4.91035297905095,4.50487328033972,1
3.47343364296482,-2.2324469453469,-1
-3.23452407412039,4.85620206160601,1
-1.3120346093029,-1.49083806623822,-1
0.868668964945918,-2.04446635144504,-1
1.87781050842225,-3.59639027815192,-1
3.55608827234157,2.2459107601579,1
3.5661616907614,2.5045785511488,1
-1.21044225632607,-0.163113189862764,-1
2.54705297826954,1.67289388499373,1
-0.625745382884461,4.20116376738861,1
-2.96071604537696,4.60544740857036,1
3.84218855467104,4.312302115277,1
-2.11677745856006,-4.95138507728321,-1
-0.878776905995917,3.31553623200291,1
1.42770876040443,-2.5825977684454,-1
4.33004584657832,4.95102868042185,1
4.0270514524294,-0.173975028404948,1
-0.212330511972725,-1.68219438896665,-1
-1.88880130213818,0.202543178745337,-1
-0.612171032179734,-0.227006684695225,-1
1.26613844275363,-3.48347833318493,-1
3.48215810383506,2.72939619889194,1
3.99991294902585,-3.13159528577778,-1
-0.097025496938044,-3.94625862036581,-1
2.8730949386446,-3.86136916182173,-1
-0.832149303929036,2.95515393331733,1
-2.50869421525466,4.52646818860766,1
0.099999467223578,3.61468331761606,1
4.24554189114384,4.74316472300668,1
1.29338294702006,-2.67723660728537,-1
-1.13669958870912,4.52072045311299,1
0.408318661045164,2.04348486683947,1
1.88707076119922,2.02523752751514,1
2.18659492157475,-4.14598542759692,-1
1.69015305197834,-1.17718047273253,-1
-4.53853145093276,-0.945403609569786,-1
-2.66599250675808,-4.7792218548311,-1
2.91139369311287,1.49728662553225,1
1.1962400412022,1.42789581830658,1
2.06289884866937,-4.28622385702969,-1
-0.304073879558416,3.19855224133123,1
-4.6500807608339,-1.95924328377495,-1
0.521720327253661,4.61212817980862,1
-4.39234228281592,-4.75659776577279,-1
-0.883739959258564,3.8278202759165,1
-2.08956316342331,-1.58145386297864,-1
-1.28527056724829,-1.61971841422441,-1
-0.376555807093744,-2.9038687365461,-1
0.802693698394538,1.60254952566197,1
-3.93722985592144,-4.28604246643214,-1
-1.7985787775707,4.86041138254567,1
-3.99863889093685,-3.79943237115768,-1
2.28728900698086,-1.70555148248976,-1
-1.11837068192308,-3.52615768446535,-1
-3.86161998915638,-2.23297860766388,-1
1.62001062855806,-4.97070030362663,-1
-1.19905748331775,-2.56207702450447,-1
-0.413026564117872,-1.1012772294801,-1
-0.332814308445737,4.77148692381963,1
-3.927973200393,-3.20785996001493,-1
2.6828137466254,2.68970660078065,1
3.94492636628391,2.82395604651171,1
-2.71546901412466,-0.693103776752756,-1
-4.31596837767391,3.04449095900722,-1
4.3192204343006,-1.0054576103922,1
2.1859775001231,0.892175312819798,1
2.68561556414769,2.01022303809426,1
-0.916418520958014,1.9516222240093,1
