 3.64141354e+00 -3.19722886e-01 1.00000000e+00
 4.45782228e+00 -2.26577830e+00 -1.00000000e+00
 -4.72865567e+00 1.68053709e+00 -1.00000000e+00
 -3.60882051e+00 -4.95978894e+00 -1.00000000e+00
 3.90311782e+00 4.45120708e+00 1.00000000e+00
 1.77953304e+00 2.55655160e-01 1.00000000e+00
 -3.88207642e+00 -1.71626308e+00 -1.00000000e+00
 6.25500693e-01 4.92549965e-01 -1.00000000e+00
 2.15944307e+00 2.24323407e-02 1.00000000e+00
 3.28461637e+00 -4.10711382e+00 -1.00000000e+00
 -2.67981273e+00 2.93694187e+00 1.00000000e+00
 3.59812399e+00 2.96381770e+00 1.00000000e+00
 -6.32985446e-01 -1.72921505e+00 -1.00000000e+00
 8.32213111e-01 -3.36085432e+00 -1.00000000e+00
 -9.06704396e-01 -4.67201192e+00 -1.00000000e+00
 9.46866029e-01 5.83247425e-01 1.00000000e+00
 3.37259881e+00 4.42152040e+00 1.00000000e+00
 2.27719161e+00 -2.35426475e+00 -1.00000000e+00
 -4.27784538e+00 1.05122553e+00 -1.00000000e+00
 2.05718383e+00 -2.79809735e+00 -1.00000000e+00
 -3.09608310e+00 2.58513906e+00 1.00000000e+00
 4.55583329e-01 1.44056066e-01 -1.00000000e+00
 1.51863422e+00 2.97460361e+00 1.00000000e+00
 4.29913428e+00 -3.59159020e+00 -1.00000000e+00
 -3.77345572e+00 1.73063389e+00 -1.00000000e+00
 2.96213683e+00 -5.54451107e-01 -1.00000000e+00
 4.33442158e-01 2.63259384e+00 1.00000000e+00
 4.26652046e+00 4.67916648e+00 1.00000000e+00
 -8.83638751e-01 4.95177422e+00 1.00000000e+00
 -2.68472268e+00 8.96166368e-01 -1.00000000e+00
 4.85808935e+00 -2.16145843e+00 -1.00000000e+00
 -1.15194329e+00 3.67067250e+00 1.00000000e+00
 1.95359526e+00 4.61811388e+00 1.00000000e+00
 4.12284486e+00 -4.17870913e-01 1.00000000e+00
 1.03399220e+00 -4.82893177e+00 -1.00000000e+00
 -3.56018703e+00 -3.13841898e+00 -1.00000000e+00
 -1.12250921e+00 3.04329557e+00 1.00000000e+00
 -3.75620566e+00 -2.15947183e-01 -1.00000000e+00
 -3.05204156e-01 -9.73672993e-01 -1.00000000e+00
 -6.54678999e-01 -1.44495470e-01 -1.00000000e+00
 -2.55315190e+00 -8.25514159e-01 -1.00000000e+00
 7.91640345e-01 3.91802431e+00 1.00000000e+00
 2.71984734e+00 -1.40973635e+00 -1.00000000e+00
 -2.79385932e+00 1.98845045e+00 -1.00000000e+00
 -8.52708474e-01 -4.61144705e+00 -1.00000000e+00
 2.38533344e+00 -2.57251548e+00 -1.00000000e+00
 7.14429521e-01 3.73334271e+00 1.00000000e+00
 7.68693259e-01 4.26808834e+00 1.00000000e+00
 -1.46803271e+00 -3.14061514e+00 -1.00000000e+00
 1.93512078e+00 2.35750009e+00 1.00000000e+00
 -2.45548336e+00 2.91632906e+00 1.00000000e+00
 -3.11337505e-01 2.92730250e+00 1.00000000e+00
 -4.86845259e+00 -1.36346330e+00 -1.00000000e+00
 -2.89115511e+00 -2.34736724e+00 -1.00000000e+00
 4.11089072e+00 3.88414529e+00 1.00000000e+00
