@relation exuation
@attribute xone real
@attribute xtwo real
@attribute output {-1,1}
@data
2.41818013152944,3.2706182429287,1
-3.7236684634429,0.674507058585087,-1
1.93015220262796,0.59652605894879,1
0.524216436367824,-4.51596438856044,-1
-0.279231678040452,2.28950967027338,1
-0.622570595734503,-4.84119296725138,-1
2.21692016565379,-4.28504828894723,-1
3.52322490141561,2.49461689223998,1
-4.99649670625386,-4.45444969517327,-1
-2.66991545982072,-4.83002140734836,-1
-3.40785345832892,-2.47814950889892,-1
0.709243021017986,-1.8253351496233,-1
-4.60120914041597,-1.51106455940602,-1
-4.06365393568726,0.682560968891596,-1
-1.48609703126102,1.90574390986084,1
-3.36645886754946,-2.37715458937872,-1
-0.922229682600817,2.39933778716723,1
-0.201838478786699,4.6943070818734,1
2.50072508639243,1.37197303878272,1
-2.1150515998785,-3.12991467150522,-1
-0.822042163479616,3.52964865116815,1
2.21126804750791,1.44168433576133,1
2.96244946235583,-3.31425842959907,-1
-2.47624721518409,-2.91346089994459,-1
-1.28789135041167,-3.70996786462123,-1
-2.41298498646498,-3.71040170940866,-1
-0.649179436850399,-4.7305366569695,-1
1.83164017286467,1.83346277925276,1
-4.12391843680495,1.43678237365204,-1
4.5728396230019,1.96422010142762,1
-3.12661147375601,1.28403642173532,-1
0.62929572465274,1.22677166036841,1
-2.5554946714098,-1.78773342372916,-1
0.578012380704582,0.360036513622326,-1
2.08352573157981,0.870293706092307,1
-3.75766155640171,-0.476337342557146,-1
-4.42689986488822,-3.38921136677797,-1
3.68476828792868,0.980786520607043,1
4.37301414215753,4.58964508892605,1
-2.81103001105782,-4.31473869767383,-1
4.06993931065711,4.76993500219557,1
0.047011269714572,3.60220616558526,1
-3.12177982661895,3.39395762631076,1
-3.67747744376567,-2.4890776315561,-1
3.60794279792189,0.815892399984547,1
1.08123518486333,-3.8479937959847,-1
-4.38594266914482,-3.02174206817103,-1
1.40615991828489,-0.988485205803526,-1
-2.36382359344821,-0.773285137120797,-1
1.45422041268639,4.70808576443677,1
-2.86884922532153,-2.88129514243914,-1
1.19995051024697,-2.62157647668044,-1
4.14988575661638,3.52068579036644,1
4.70960829921599,1.42666400078364,1
2.96373068680589,-2.11130108673694,-1
4.98265827609064,-2.01210556574436,-1
-3.68615358380013,-1.96131193205886,-1
-0.807858607906764,4.86422551759987,1
4.54552324754968,2.04373081995581,1
-1.70232299585701,-2.15817419189539,-1
-4.99479134286866,3.92881598173684,1
3.39554679138112,1.66906771612208,1
3.88744762060075,-3.94339051358955,-1
4.98160379991437,-0.373790956510234,1
-4.02113522637849,3.90085747665278,1
0.293427717055445,1.74378286740516,1
-3.84851600324882,2.28149214736047,-1
1.18451116171116,2.01900588428611,1
-1.33182035493239,2.45989421610227,1
-1.59787727294169,2.62734906663708,1
-1.70877769820218,-1.08152478985222,-1
3.7135498520764,4.26418050079742,1
-3.68546806861315,-1.51623963077034,-1
-1.31892192775404,-3.80881539218991,-1
3.72751842575098,-4.08306772534623,-1
4.41471726197746,-1.00946652193924,1
-2.41220524392135,-2.79271388754692,-1
-1.2053068641945,-4.82585043433094,-1
1.72552834271325,2.21975044242314,1
3.23088800195335,-0.651094538551746,-1
-2.1588709098802,4.60403117650203,1
-1.58586289927913,-0.473636679026537,-1
-2.1150515998785,-3.12991467150522,-1
-4.48709959984187,-1.94849968916343,-1
0.095323642460413,3.24505982500576,1
3.30528844098517,-3.72144600983479,-1
4.20940078034322,4.93180620028723,1
3.53039252617766,1.7247107085673,1
3.75137564008084,0.231925117562683,1
3.31065160953296,0.519595832267322,1
-1.03749028939138,2.61228470532951,1
1.67332446508333,-4.20997665162529,-1
2.18946424811549,0.263654493269565,1
-3.35733052085036,-4.83950078351852,-1
1.68765029007401,-1.62964012780217,-1
3.78071723383295,-4.77873214044991,-1
-0.141783397513383,-1.00789868923975,-1
-4.44358873529656,-3.02779450129714,-1
-3.78482195065569,-0.816515556482493,-1
1.18394226707566,2.53872404094374,1
